i,j,k,sidx,44fa148e-fbff-4cb0-81ec-1b3fd52a2476,0418a65e-ad83-4bf4-9413-6aa4007f984b,66814097-a0fc-4109-acfd-b2e57789921a
1,3,2,104,5.20963,Greywacke,False
1,3,3,3,5.9651613,Greywacke,False
1,3,3,4,7.2576733,Greywacke,False
1,3,3,6,4.9153824,Basement,False
1,3,3,7,5.926809,Greywacke,False
1,3,3,9,6.189488,Greywacke,False
1,3,3,10,4.715641,Basement,False
1,3,3,12,5.1724825,Greywacke,False
1,3,3,13,5.769831,Greywacke,False
1,3,3,16,4.8922167,Basement,False
1,3,3,17,8.280066,Greywacke,False
1,3,3,19,7.3222585,Greywacke,False
1,3,3,20,7.536171,Greywacke,False
1,3,3,22,7.1925297,Greywacke,False
1,3,3,23,6.3352604,Greywacke,False
1,3,3,25,4.588162,Basement,False
1,3,3,26,3.8455117,Basement,False
1,3,3,29,5.187329,Greywacke,False
1,3,3,30,4.3371735,Basement,False
1,3,3,32,7.1833644,Greywacke,False
1,3,3,33,5.48053,Greywacke,False
1,3,3,35,5.1133533,Greywacke,False
1,3,3,36,6.131903,Greywacke,False
1,3,3,38,4.8624325,Basement,False
1,3,3,39,5.9324923,Greywacke,False
1,3,3,42,7.303023,Greywacke,False
1,3,3,43,7.19431,Greywacke,False
1,3,3,45,6.243719,Greywacke,False
1,3,3,46,7.080974,Greywacke,False
1,3,3,48,6.024814,Greywacke,False
1,3,3,49,4.614354,Basement,False
1,3,3,51,3.8410673,Basement,False
1,3,3,52,4.021005,Basement,False
1,3,3,55,5.001889,Greywacke,False
1,3,3,56,6.056321,Greywacke,False
1,3,3,58,8.138261,Greywacke,False
1,3,3,59,6.24364,Greywacke,False
1,3,3,61,5.46193,Greywacke,False
1,3,3,62,6.487437,Greywacke,False
1,3,3,64,4.349579,Basement,False
1,3,3,65,7.4674115,Greywacke,False
1,3,3,68,3.8109562,Basement,False
1,3,3,69,6.706479,Greywacke,False
1,3,3,71,6.8786044,Greywacke,False
1,3,3,72,4.6449676,Basement,False
1,3,3,74,7.8797913,Greywacke,False
1,3,3,75,7.8242517,Greywacke,False
1,3,3,77,3.8750944,Basement,False
1,3,3,78,8.488076,Greywacke,False
1,3,3,81,6.184768,Greywacke,False
1,3,3,82,8.268721,Greywacke,False
1,3,3,84,8.5100565,Greywacke,False
1,3,3,85,6.3682947,Greywacke,False
1,3,3,87,6.8472548,Greywacke,False
1,3,3,88,5.192387,Greywacke,False
1,3,3,90,7.9402356,Greywacke,False
1,3,3,91,6.585152,Greywacke,False
1,3,3,94,5.805729,Greywacke,False
1,3,3,95,7.529817,Greywacke,False
1,3,3,97,7.2754016,Greywacke,False
1,3,3,98,5.6903524,Greywacke,False
1,3,3,100,3.782561,Basement,False
1,3,3,101,7.38278,Greywacke,False
1,3,3,103,4.8330946,Basement,False
1,3,3,104,6.923376,Greywacke,False
2,0,0,3,8.240835,Greywacke,False
2,0,0,4,8.732086,Greywacke,False
2,0,0,6,6.9775844,Greywacke,False
2,0,0,7,6.1648765,Greywacke,False
2,0,0,9,8.818626,Greywacke,False
2,0,0,10,5.378845,Greywacke,False
2,0,0,12,5.8799133,Greywacke,False
2,0,0,13,5.5334225,Greywacke,False
2,0,0,16,6.2210956,Greywacke,False
2,0,0,17,6.7287006,Greywacke,False
2,0,0,19,6.359313,Greywacke,False
2,0,0,20,4.4750547,Basement,False
2,0,0,22,8.573337,Greywacke,False
2,0,0,23,8.4344,Greywacke,False
2,0,0,25,7.5755696,Greywacke,False
2,0,0,26,8.909814,Greywacke,False
2,0,0,29,6.7624326,Greywacke,False
2,0,0,30,8.06137,Greywacke,False
2,0,0,32,6.2815313,Greywacke,False
2,0,0,33,8.326545,Greywacke,False
2,0,0,35,7.428565,Greywacke,False
2,0,0,36,5.7375355,Greywacke,False
2,0,0,38,7.014303,Greywacke,False
2,0,0,39,7.591804,Greywacke,False
2,0,0,42,5.8978605,Greywacke,False
2,0,0,43,6.263446,Greywacke,False
2,0,0,45,5.241482,Greywacke,False
2,0,0,46,6.390133,Greywacke,False
2,0,0,48,9.413096,Greywacke,False
2,0,0,49,9.462513,Greywacke,False
2,0,0,51,8.8078,Greywacke,False
2,0,0,52,4.168535,Basement,False
2,0,0,55,5.575513,Greywacke,False
2,0,0,56,6.9395947,Greywacke,False
2,0,0,58,8.876204,Greywacke,False
2,0,0,59,9.269348,Greywacke,False
2,0,0,61,7.7497993,Greywacke,False
2,0,0,62,4.4028296,Basement,False
2,0,0,64,8.068017,Greywacke,False
2,0,0,65,7.4364767,Greywacke,False
2,0,0,68,5.6737742,Greywacke,False
2,0,0,69,6.386483,Greywacke,False
2,0,0,71,6.758961,Greywacke,False
2,0,0,72,5.434874,Greywacke,False
2,0,0,74,7.507905,Greywacke,False
2,0,0,75,7.9691577,Greywacke,False
2,0,0,77,8.612788,Greywacke,False
2,0,0,78,4.159997,Basement,False
2,0,0,81,5.1515985,Greywacke,False
2,0,0,82,6.2267456,Greywacke,False
2,0,0,84,7.898537,Greywacke,False
2,0,0,85,5.6834536,Greywacke,False
2,0,0,87,5.621595,Greywacke,False
2,0,0,88,8.653904,Greywacke,False
2,0,0,90,4.222601,Basement,False
2,0,0,91,6.327999,Greywacke,False
2,0,0,94,8.942527,Greywacke,False
2,0,0,95,6.0604386,Greywacke,False
2,0,0,97,8.441367,Greywacke,False
2,0,0,98,8.055105,Greywacke,False
2,0,0,100,5.7984567,Greywacke,False
2,0,0,101,7.401806,Greywacke,False
2,0,0,103,8.640889,Greywacke,False
2,0,0,104,7.9231253,Greywacke,False
2,0,1,3,21.446032,Quaternary,True
2,0,1,4,20.368723,Quaternary,True
2,0,1,6,17.344193,Quartz,True
2,0,1,7,12.277298,Sandstone,False
2,0,1,9,17.68486,Quartz,True
2,0,1,10,13.217405,Sandstone,False
2,0,1,12,20.602724,Quaternary,True
2,0,1,13,21.113958,Quaternary,True
2,0,1,16,13.054108,Sandstone,False
2,0,1,17,10.562513,Sandstone,False
2,0,1,19,21.467983,Quaternary,True
2,0,1,20,11.745926,Sandstone,False
2,0,1,22,22.23192,Quaternary,True
2,0,1,23,11.430781,Sandstone,False
2,0,1,25,16.177465,Quartz,True
2,0,1,26,15.929819,Quartz,False
2,0,1,29,13.351608,Sandstone,False
2,0,1,30,15.308699,Quartz,False
2,0,1,32,12.96482,Sandstone,False
2,0,1,33,20.245146,Quaternary,True
2,0,1,35,23.211138,Quaternary,True
2,0,1,36,17.929152,Quartz,True
2,0,1,38,17.301327,Quartz,True
2,0,1,39,19.241444,Quaternary,True
2,0,1,42,20.864305,Quaternary,True
2,0,1,43,19.77293,Quaternary,True
2,0,1,45,21.656935,Quaternary,True
2,0,1,46,20.46548,Quaternary,True
2,0,1,48,15.231393,Quartz,False
2,0,1,49,14.005012,Sandstone,False
2,0,1,51,20.655754,Quaternary,True
2,0,1,52,15.605833,Quartz,False
2,0,1,55,13.689168,Sandstone,False
2,0,1,56,12.75847,Sandstone,False
2,0,1,58,19.915277,Quaternary,True
2,0,1,59,18.297974,Quaternary,True
2,0,1,61,17.200628,Quartz,True
2,0,1,62,21.658184,Quaternary,True
2,0,1,64,19.176403,Quaternary,True
2,0,1,65,20.50479,Quaternary,True
2,0,1,68,18.623123,Quaternary,True
2,0,1,69,13.49731,Sandstone,False
2,0,1,71,19.031351,Quaternary,True
2,0,1,72,22.712776,Quaternary,True
2,0,1,74,21.032478,Quaternary,True
2,0,1,75,15.691052,Quartz,False
2,0,1,77,19.345655,Quaternary,True
2,0,1,78,11.51879,Sandstone,False
2,0,1,81,15.601138,Quartz,False
2,0,1,82,22.56276,Quaternary,True
2,0,1,84,20.784399,Quaternary,True
2,0,1,85,20.529848,Quaternary,True
2,0,1,87,14.476188,Sandstone,False
2,0,1,88,16.003056,Quartz,True
2,0,1,90,18.262714,Quaternary,True
2,0,1,91,13.464383,Sandstone,False
2,0,1,94,11.500668,Sandstone,False
2,0,1,95,14.127017,Sandstone,False
2,0,1,97,19.928284,Quaternary,True
2,0,1,98,14.181361,Sandstone,False
2,0,1,100,15.750752,Quartz,False
2,0,1,101,15.121275,Quartz,False
2,0,1,103,12.098495,Sandstone,False
2,0,1,104,23.162052,Quaternary,True
2,0,2,3,10.868243,Sandstone,False
2,0,2,4,10.907053,Sandstone,False
2,0,2,6,7.9062285,Greywacke,False
2,0,2,7,10.055303,Sandstone,False
2,0,2,9,8.974475,Greywacke,False
2,0,2,10,9.486334,Greywacke,False
2,0,2,12,7.937247,Greywacke,False
2,0,2,13,6.670677,Greywacke,False
2,0,2,16,10.707229,Sandstone,False
2,0,2,17,8.318161,Greywacke,False
2,0,2,19,7.821428,Greywacke,False
2,0,2,20,6.088944,Greywacke,False
2,0,2,22,6.8162236,Greywacke,False
2,0,2,23,8.175832,Greywacke,False
2,0,2,25,8.90874,Greywacke,False
2,0,2,26,5.3194256,Greywacke,False
2,0,2,29,5.4840508,Greywacke,False
2,0,2,30,5.6972604,Greywacke,False
2,0,2,32,10.690822,Sandstone,False
2,0,2,33,8.404094,Greywacke,False
2,0,2,35,7.0181994,Greywacke,False
2,0,2,36,5.0999503,Greywacke,False
2,0,2,38,6.1413364,Greywacke,False
2,0,2,39,11.220294,Sandstone,False
2,0,2,42,5.736553,Greywacke,False
2,0,2,43,5.2952843,Greywacke,False
2,0,2,45,8.539431,Greywacke,False
2,0,2,46,9.578116,Greywacke,False
2,0,2,48,5.806736,Greywacke,False
2,0,2,49,6.4425683,Greywacke,False
2,0,2,51,6.130372,Greywacke,False
2,0,2,52,7.478259,Greywacke,False
2,0,2,55,8.6988325,Greywacke,False
2,0,2,56,6.352282,Greywacke,False
2,0,2,58,6.951175,Greywacke,False
2,0,2,59,8.520481,Greywacke,False
2,0,2,61,5.9776096,Greywacke,False
2,0,2,62,4.9652925,Basement,False
2,0,2,64,5.629199,Greywacke,False
2,0,2,65,9.521857,Greywacke,False
2,0,2,68,9.771499,Greywacke,False
2,0,2,69,9.292033,Greywacke,False
2,0,2,71,8.997348,Greywacke,False
2,0,2,72,9.811044,Greywacke,False
2,0,2,74,9.614405,Greywacke,False
2,0,2,75,11.428472,Sandstone,False
2,0,2,77,6.59186,Greywacke,False
2,0,2,78,6.1387515,Greywacke,False
2,0,2,81,9.298166,Greywacke,False
2,0,2,82,7.627756,Greywacke,False
2,0,2,84,7.4739985,Greywacke,False
2,0,2,85,11.195032,Sandstone,False
2,0,2,87,7.7934365,Greywacke,False
2,0,2,88,6.1132708,Greywacke,False
2,0,2,90,8.415541,Greywacke,False
2,0,2,91,8.3757515,Greywacke,False
2,0,2,94,11.070955,Sandstone,False
2,0,2,95,6.712987,Greywacke,False
2,0,2,97,7.480147,Greywacke,False
2,0,2,98,4.9960957,Basement,False
2,0,2,100,6.249297,Greywacke,False
2,0,2,101,10.822381,Sandstone,False
2,0,2,103,9.649382,Greywacke,False
2,0,2,104,5.4086695,Greywacke,False
2,0,3,3,9.113435,Greywacke,False
2,0,3,4,15.065727,Quartz,False
2,0,3,6,15.463081,Quartz,False
2,0,3,7,15.040054,Quartz,False
2,0,3,9,15.784891,Quartz,False
2,0,3,10,10.699368,Sandstone,False
2,0,3,12,11.204163,Sandstone,False
2,0,3,13,8.214407,Greywacke,False
2,0,3,16,10.781066,Sandstone,False
2,0,3,17,13.817125,Sandstone,False
2,0,3,19,7.425553,Greywacke,False
2,0,3,20,7.3658066,Greywacke,False
2,0,3,22,8.273112,Greywacke,False
2,0,3,23,15.662818,Quartz,False
2,0,3,25,8.571902,Greywacke,False
2,0,3,26,11.284651,Sandstone,False
2,0,3,29,15.726425,Quartz,False
2,0,3,30,11.235338,Sandstone,False
2,0,3,32,10.226424,Sandstone,False
2,0,3,33,8.298118,Greywacke,False
2,0,3,35,7.7039676,Greywacke,False
2,0,3,36,11.440775,Sandstone,False
2,0,3,38,16.819971,Quartz,True
2,0,3,39,9.0441675,Greywacke,False
2,0,3,42,13.925712,Sandstone,False
2,0,3,43,7.3381863,Greywacke,False
2,0,3,45,15.081524,Quartz,False
2,0,3,46,14.29346,Sandstone,False
2,0,3,48,13.411149,Sandstone,False
2,0,3,49,13.335399,Sandstone,False
2,0,3,51,12.519341,Sandstone,False
2,0,3,52,10.64701,Sandstone,False
2,0,3,55,14.622073,Sandstone,False
2,0,3,56,14.046779,Sandstone,False
2,0,3,58,13.9430895,Sandstone,False
2,0,3,59,15.593121,Quartz,False
2,0,3,61,16.838556,Quartz,True
2,0,3,62,11.499386,Sandstone,False
2,0,3,64,13.671949,Sandstone,False
2,0,3,65,14.076577,Sandstone,False
2,0,3,68,10.676891,Sandstone,False
2,0,3,69,12.734448,Sandstone,False
2,0,3,71,12.857985,Sandstone,False
2,0,3,72,7.451899,Greywacke,False
2,0,3,74,11.8910885,Sandstone,False
2,0,3,75,13.582138,Sandstone,False
2,0,3,77,15.871567,Quartz,False
2,0,3,78,14.398089,Sandstone,False
2,0,3,81,14.3261,Sandstone,False
2,0,3,82,7.4183893,Greywacke,False
2,0,3,84,9.96155,Greywacke,False
2,0,3,85,13.652767,Sandstone,False
2,0,3,87,15.432208,Quartz,False
2,0,3,88,15.171649,Quartz,False
2,0,3,90,10.138298,Sandstone,False
2,0,3,91,8.851285,Greywacke,False
2,0,3,94,9.229119,Greywacke,False
2,0,3,95,7.413107,Greywacke,False
2,0,3,97,14.771505,Sandstone,False
2,0,3,98,11.491703,Sandstone,False
2,0,3,100,7.6736517,Greywacke,False
2,0,3,101,7.94093,Greywacke,False
2,0,3,103,11.23803,Sandstone,False
2,0,3,104,10.546879,Sandstone,False
2,1,0,3,12.141477,Sandstone,False
2,1,0,4,7.4842763,Greywacke,False
2,1,0,6,8.133502,Greywacke,False
2,1,0,7,13.846151,Sandstone,False
2,1,0,9,10.442041,Sandstone,False
2,1,0,10,11.885829,Sandstone,False
2,1,0,12,9.093835,Greywacke,False
2,1,0,13,13.198737,Sandstone,False
2,1,0,16,11.894506,Sandstone,False
2,1,0,17,6.237214,Greywacke,False
2,1,0,19,6.4291315,Greywacke,False
2,1,0,20,8.251021,Greywacke,False
2,1,0,22,12.738501,Sandstone,False
2,1,0,23,11.363381,Sandstone,False
2,1,0,25,9.377702,Greywacke,False
2,1,0,26,11.802104,Sandstone,False
2,1,0,29,8.156288,Greywacke,False
2,1,0,30,7.062552,Greywacke,False
2,1,0,32,12.730301,Sandstone,False
2,1,0,33,12.278034,Sandstone,False
2,1,0,35,6.193819,Greywacke,False
2,1,0,36,9.050645,Greywacke,False
2,1,0,38,9.068066,Greywacke,False
2,1,0,39,13.024304,Sandstone,False
2,1,0,42,12.148452,Sandstone,False
2,1,0,43,6.511847,Greywacke,False
2,1,0,45,6.746342,Greywacke,False
2,1,0,46,13.770213,Sandstone,False
2,1,0,48,12.452721,Sandstone,False
2,1,0,49,8.270033,Greywacke,False
2,1,0,51,8.452303,Greywacke,False
2,1,0,52,11.651331,Sandstone,False
2,1,0,55,11.971964,Sandstone,False
2,1,0,56,9.687184,Greywacke,False
2,1,0,58,7.034254,Greywacke,False
2,1,0,59,6.18281,Greywacke,False
2,1,0,61,12.965488,Sandstone,False
2,1,0,62,6.434221,Greywacke,False
2,1,0,64,8.228561,Greywacke,False
2,1,0,65,10.509812,Sandstone,False
2,1,0,68,11.924966,Sandstone,False
2,1,0,69,6.8686876,Greywacke,False
2,1,0,71,9.195688,Greywacke,False
2,1,0,72,9.562491,Greywacke,False
2,1,0,74,9.982774,Greywacke,False
2,1,0,75,10.350273,Sandstone,False
2,1,0,77,6.282345,Greywacke,False
2,1,0,78,9.978854,Greywacke,False
2,1,0,81,13.222778,Sandstone,False
2,1,0,82,9.4133625,Greywacke,False
2,1,0,84,10.525195,Sandstone,False
2,1,0,85,10.983268,Sandstone,False
2,1,0,87,11.6783495,Sandstone,False
2,1,0,88,7.3085203,Greywacke,False
2,1,0,90,10.182523,Sandstone,False
2,1,0,91,9.834916,Greywacke,False
2,1,0,94,8.309782,Greywacke,False
2,1,0,95,12.55579,Sandstone,False
2,1,0,97,6.409714,Greywacke,False
2,1,0,98,11.873172,Sandstone,False
2,1,0,100,9.64208,Greywacke,False
2,1,0,101,13.4653635,Sandstone,False
2,1,0,103,10.3801365,Sandstone,False
2,1,0,104,11.001864,Sandstone,False
2,1,1,3,13.164705,Sandstone,False
2,1,1,4,9.110428,Greywacke,False
2,1,1,6,11.651779,Sandstone,False
2,1,1,7,12.932377,Sandstone,False
2,1,1,9,6.7481556,Greywacke,False
2,1,1,10,10.462578,Sandstone,False
2,1,1,12,7.149365,Greywacke,False
2,1,1,13,9.239004,Greywacke,False
2,1,1,16,8.888744,Greywacke,False
2,1,1,17,10.10993,Sandstone,False
2,1,1,19,9.978342,Greywacke,False
2,1,1,20,11.96423,Sandstone,False
2,1,1,22,7.4750514,Greywacke,False
2,1,1,23,8.804836,Greywacke,False
2,1,1,25,6.2091193,Greywacke,False
2,1,1,26,13.837061,Sandstone,False
2,1,1,29,10.835123,Sandstone,False
2,1,1,30,7.5680003,Greywacke,False
2,1,1,32,9.42543,Greywacke,False
2,1,1,33,9.818203,Greywacke,False
2,1,1,35,7.7740073,Greywacke,False
2,1,1,36,12.630434,Sandstone,False
2,1,1,38,12.715063,Sandstone,False
2,1,1,39,11.734756,Sandstone,False
2,1,1,42,8.01617,Greywacke,False
2,1,1,43,6.562023,Greywacke,False
2,1,1,45,10.767694,Sandstone,False
2,1,1,46,13.73431,Sandstone,False
2,1,1,48,8.965397,Greywacke,False
2,1,1,49,13.40588,Sandstone,False
2,1,1,51,13.459255,Sandstone,False
2,1,1,52,13.381371,Sandstone,False
2,1,1,55,13.82211,Sandstone,False
2,1,1,56,13.029255,Sandstone,False
2,1,1,58,9.140303,Greywacke,False
2,1,1,59,6.7690787,Greywacke,False
2,1,1,61,10.845806,Sandstone,False
2,1,1,62,11.61929,Sandstone,False
2,1,1,64,13.696338,Sandstone,False
2,1,1,65,10.188105,Sandstone,False
2,1,1,68,10.652862,Sandstone,False
2,1,1,69,7.2234073,Greywacke,False
2,1,1,71,7.052187,Greywacke,False
2,1,1,72,8.786812,Greywacke,False
2,1,1,74,12.07112,Sandstone,False
2,1,1,75,11.732219,Sandstone,False
2,1,1,77,9.981762,Greywacke,False
2,1,1,78,7.865663,Greywacke,False
2,1,1,81,6.10767,Greywacke,False
2,1,1,82,6.282666,Greywacke,False
2,1,1,84,11.461817,Sandstone,False
2,1,1,85,9.690422,Greywacke,False
2,1,1,87,10.442897,Sandstone,False
2,1,1,88,12.532496,Sandstone,False
2,1,1,90,7.349602,Greywacke,False
2,1,1,91,9.182458,Greywacke,False
2,1,1,94,11.775118,Sandstone,False
2,1,1,95,10.849331,Sandstone,False
2,1,1,97,7.0550547,Greywacke,False
2,1,1,98,12.285984,Sandstone,False
2,1,1,100,9.729258,Greywacke,False
2,1,1,101,12.256518,Sandstone,False
2,1,1,103,8.851473,Greywacke,False
2,1,1,104,8.733194,Greywacke,False
2,1,2,3,15.305853,Quartz,False
2,1,2,4,16.191164,Quartz,True
2,1,2,6,19.256437,Quaternary,True
2,1,2,7,9.632982,Greywacke,False
2,1,2,9,18.5478,Quaternary,True
2,1,2,10,15.473896,Quartz,False
2,1,2,12,15.740258,Quartz,False
2,1,2,13,15.698913,Quartz,False
2,1,2,16,13.887431,Sandstone,False
2,1,2,17,9.83016,Greywacke,False
2,1,2,19,11.773138,Sandstone,False
2,1,2,20,13.744699,Sandstone,False
2,1,2,22,9.10938,Greywacke,False
2,1,2,23,18.808279,Quaternary,True
2,1,2,25,9.676483,Greywacke,False
2,1,2,26,17.652346,Quartz,True
2,1,2,29,12.13731,Sandstone,False
2,1,2,30,9.665577,Greywacke,False
2,1,2,32,19.068283,Quaternary,True
2,1,2,33,17.983517,Quartz,True
2,1,2,35,11.255641,Sandstone,False
2,1,2,36,18.409298,Quaternary,True
2,1,2,38,14.299721,Sandstone,False
2,1,2,39,16.922203,Quartz,True
2,1,2,42,14.402269,Sandstone,False
2,1,2,43,20.155388,Quaternary,True
2,1,2,45,19.867523,Quaternary,True
2,1,2,46,20.49175,Quaternary,True
2,1,2,48,17.128805,Quartz,True
2,1,2,49,9.941964,Greywacke,False
2,1,2,51,10.309953,Sandstone,False
2,1,2,52,19.54408,Quaternary,True
2,1,2,55,18.788563,Quaternary,True
2,1,2,56,10.685573,Sandstone,False
2,1,2,58,15.149612,Quartz,False
2,1,2,59,9.683879,Greywacke,False
2,1,2,61,16.158005,Quartz,True
2,1,2,62,17.059288,Quartz,True
2,1,2,64,15.838626,Quartz,False
2,1,2,65,17.90209,Quartz,True
2,1,2,68,14.114882,Sandstone,False
2,1,2,69,13.507118,Sandstone,False
2,1,2,71,17.8546,Quartz,True
2,1,2,72,19.076174,Quaternary,True
2,1,2,74,13.438525,Sandstone,False
2,1,2,75,10.753189,Sandstone,False
2,1,2,77,17.112638,Quartz,True
2,1,2,78,18.930529,Quaternary,True
2,1,2,81,16.87198,Quartz,True
2,1,2,82,13.435534,Sandstone,False
2,1,2,84,20.949451,Quaternary,True
2,1,2,85,17.61306,Quartz,True
2,1,2,87,11.969289,Sandstone,False
2,1,2,88,11.4853115,Sandstone,False
2,1,2,90,9.93033,Greywacke,False
2,1,2,91,12.290626,Sandstone,False
2,1,2,94,11.396639,Sandstone,False
2,1,2,95,18.921556,Quaternary,True
2,1,2,97,15.590195,Quartz,False
2,1,2,98,15.3281145,Quartz,False
2,1,2,100,11.946855,Sandstone,False
2,1,2,101,12.192115,Sandstone,False
2,1,2,103,16.27644,Quartz,True
2,1,2,104,10.012952,Sandstone,False
2,1,3,3,4.08082,Basement,False
2,1,3,4,4.9182577,Basement,False
2,1,3,6,3.4302263,Basement,False
2,1,3,7,5.35518,Greywacke,False
2,1,3,9,4.1287737,Basement,False
2,1,3,10,6.637443,Greywacke,False
2,1,3,12,5.53335,Greywacke,False
2,1,3,13,6.5520644,Greywacke,False
2,1,3,16,6.1991415,Greywacke,False
2,1,3,17,4.0481567,Basement,False
2,1,3,19,3.6167383,Basement,False
2,1,3,20,4.411104,Basement,False
2,1,3,22,7.0842423,Greywacke,False
2,1,3,23,3.3648539,Basement,False
2,1,3,25,6.071206,Greywacke,False
2,1,3,26,4.842746,Basement,False
2,1,3,29,3.2390466,Basement,False
2,1,3,30,5.1643014,Greywacke,False
2,1,3,32,6.7323318,Greywacke,False
2,1,3,33,3.1898518,Basement,False
2,1,3,35,4.758826,Basement,False
2,1,3,36,3.611825,Basement,False
2,1,3,38,6.41565,Greywacke,False
2,1,3,39,5.7431097,Greywacke,False
2,1,3,42,5.2073135,Greywacke,False
2,1,3,43,5.120616,Greywacke,False
2,1,3,45,5.393974,Greywacke,False
2,1,3,46,4.131812,Basement,False
2,1,3,48,3.4361072,Basement,False
2,1,3,49,5.7061095,Greywacke,False
2,1,3,51,4.2393246,Basement,False
2,1,3,52,4.837674,Basement,False
2,1,3,55,3.5806537,Basement,False
2,1,3,56,4.6705594,Basement,False
2,1,3,58,4.9775605,Basement,False
2,1,3,59,5.0118427,Greywacke,False
2,1,3,61,7.1177664,Greywacke,False
2,1,3,62,7.0015373,Greywacke,False
2,1,3,64,4.4593782,Basement,False
2,1,3,65,6.8902636,Greywacke,False
2,1,3,68,3.644943,Basement,False
2,1,3,69,5.653302,Greywacke,False
2,1,3,71,7.244905,Greywacke,False
2,1,3,72,3.8816848,Basement,False
2,1,3,74,6.1790276,Greywacke,False
2,1,3,75,6.555152,Greywacke,False
2,1,3,77,4.879287,Basement,False
2,1,3,78,7.294166,Greywacke,False
2,1,3,81,6.229556,Greywacke,False
2,1,3,82,4.018357,Basement,False
2,1,3,84,4.5047154,Basement,False
2,1,3,85,5.2770386,Greywacke,False
2,1,3,87,3.5923483,Basement,False
2,1,3,88,4.4883995,Basement,False
2,1,3,90,4.134044,Basement,False
2,1,3,91,6.4019227,Greywacke,False
2,1,3,94,6.987708,Greywacke,False
2,1,3,95,3.9234076,Basement,False
2,1,3,97,5.3477516,Greywacke,False
2,1,3,98,4.8733764,Basement,False
2,1,3,100,5.2809634,Greywacke,False
2,1,3,101,4.4001575,Basement,False
2,1,3,103,3.3422034,Basement,False
2,1,3,104,6.9495354,Greywacke,False
2,2,0,3,14.189179,Sandstone,False
2,2,0,4,19.03654,Quaternary,True
2,2,0,6,21.605425,Quaternary,True
2,2,0,7,24.496994,Quaternary,True
2,2,0,9,13.024198,Sandstone,False
2,2,0,10,23.684898,Quaternary,True
2,2,0,12,15.307563,Quartz,False
2,2,0,13,15.373574,Quartz,False
2,2,0,16,16.394096,Quartz,True
2,2,0,17,15.860342,Quartz,False
2,2,0,19,24.102953,Quaternary,True
2,2,0,20,25.280426,Quaternary,True
2,2,0,22,21.202953,Quaternary,True
2,2,0,23,23.479977,Quaternary,True
2,2,0,25,11.306673,Sandstone,False
2,2,0,26,17.657288,Quartz,True
2,2,0,29,22.8474,Quaternary,True
2,2,0,30,16.6306,Quartz,True
2,2,0,32,14.199025,Sandstone,False
2,2,0,33,23.830622,Quaternary,True
2,2,0,35,17.661343,Quartz,True
2,2,0,36,14.854312,Sandstone,False
2,2,0,38,14.121857,Sandstone,False
2,2,0,39,12.4919405,Sandstone,False
2,2,0,42,19.30284,Quaternary,True
2,2,0,43,23.822521,Quaternary,True
2,2,0,45,17.206423,Quartz,True
2,2,0,46,17.303371,Quartz,True
2,2,0,48,12.732237,Sandstone,False
2,2,0,49,18.890333,Quaternary,True
2,2,0,51,18.028118,Quaternary,True
2,2,0,52,23.785425,Quaternary,True
2,2,0,55,19.653845,Quaternary,True
2,2,0,56,12.577429,Sandstone,False
2,2,0,58,19.258217,Quaternary,True
2,2,0,59,18.029306,Quaternary,True
2,2,0,61,19.911497,Quaternary,True
2,2,0,62,17.302235,Quartz,True
2,2,0,64,19.421122,Quaternary,True
2,2,0,65,14.1792345,Sandstone,False
2,2,0,68,22.861519,Quaternary,True
2,2,0,69,12.581243,Sandstone,False
2,2,0,71,20.432665,Quaternary,True
2,2,0,72,18.89635,Quaternary,True
2,2,0,74,19.391346,Quaternary,True
2,2,0,75,22.751385,Quaternary,True
2,2,0,77,16.50594,Quartz,True
2,2,0,78,16.190462,Quartz,True
2,2,0,81,24.680185,Quaternary,True
2,2,0,82,11.410554,Sandstone,False
2,2,0,84,18.63771,Quaternary,True
2,2,0,85,23.904913,Quaternary,True
2,2,0,87,23.436653,Quaternary,True
2,2,0,88,18.636803,Quaternary,True
2,2,0,90,15.401129,Quartz,False
2,2,0,91,19.485706,Quaternary,True
2,2,0,94,19.449118,Quaternary,True
2,2,0,95,13.419928,Sandstone,False
2,2,0,97,18.967413,Quaternary,True
2,2,0,98,17.858797,Quartz,True
2,2,0,100,20.75386,Quaternary,True
2,2,0,101,21.324684,Quaternary,True
2,2,0,103,11.284046,Sandstone,False
2,2,0,104,18.23699,Quaternary,True
2,2,1,3,11.807106,Sandstone,False
2,2,1,4,6.8179703,Greywacke,False
2,2,1,6,8.162589,Greywacke,False
2,2,1,7,11.759988,Sandstone,False
2,2,1,9,10.707883,Sandstone,False
2,2,1,10,7.5950003,Greywacke,False
2,2,1,12,12.733243,Sandstone,False
2,2,1,13,7.33031,Greywacke,False
2,2,1,16,8.067998,Greywacke,False
2,2,1,17,7.762654,Greywacke,False
2,2,1,19,10.33687,Sandstone,False
2,2,1,20,10.36612,Sandstone,False
2,2,1,22,6.5407495,Greywacke,False
2,2,1,23,6.1629124,Greywacke,False
2,2,1,25,9.142112,Greywacke,False
2,2,1,26,9.004214,Greywacke,False
2,2,1,29,10.261505,Sandstone,False
2,2,1,30,12.608714,Sandstone,False
2,2,1,32,11.576276,Sandstone,False
2,2,1,33,6.431753,Greywacke,False
2,2,1,35,12.8228855,Sandstone,False
2,2,1,36,7.7358456,Greywacke,False
