x,y,z,68002a18-5f56-57d2-e6c3-5dd87d3b7ad9,688d284c-d2be-5219-b38a-0712a8fa6058,a88f0e41-2dda-6417-3fce-69f19eeabe29,a1757e57-3fd4-0e65-87fd-bfa98abc3caa
10715,100665,545,MV,0,100,All Blocks
10725,100665,545,MV,0,100,All Blocks
10735,100665,545,MV,0,100,All Blocks
10745,100665,545,MV,0,100,All Blocks
10555,100675,545,MV,0,100,All Blocks
10565,100675,545,MV,0,100,All Blocks
10575,100675,545,MV,0,100,All Blocks
10585,100675,545,MV,0,100,All Blocks
10595,100675,545,MV,0,100,All Blocks
10605,100675,545,MV,0,100,All Blocks
10615,100675,545,MV,18.2,81.8,All Blocks
10625,100675,545,LMS1,98.9,1.1,All Blocks
10635,100675,545,LMS1,100,0,All Blocks
10645,100675,545,LMS1,100,0,All Blocks
10655,100675,545,LMS1,100,0,All Blocks
10665,100675,545,LMS1,100,0,All Blocks
10675,100675,545,LMS1,100,0,All Blocks
10685,100675,545,LMS1,100,0,All Blocks
10695,100675,545,LMS1,88.3,11.7,All Blocks
10705,100675,545,MV,2.5,97.5,All Blocks
10715,100675,545,MV,0,100,All Blocks
10725,100675,545,MV,0,100,All Blocks
10735,100675,545,MV,0,100,All Blocks
10745,100675,545,MV,0,100,All Blocks
10555,100685,545,MV,0,100,All Blocks
10565,100685,545,MV,0,100,All Blocks
10575,100685,545,MV,0,100,All Blocks
10585,100685,545,MV,0,100,All Blocks
10595,100685,545,MV,0,100,All Blocks
10605,100685,545,MV,0,100,All Blocks
10615,100685,545,MV,0,100,All Blocks
10625,100685,545,LMS1,69.7,30.3,All Blocks
10635,100685,545,LMS1,100,0,All Blocks
10645,100685,545,LMS1,100,0,All Blocks
10655,100685,545,LMS1,100,0,All Blocks
10665,100685,545,LMS1,100,0,All Blocks
10675,100685,545,LMS1,100,0,All Blocks
10685,100685,545,LMS1,100,0,All Blocks
10695,100685,545,LMS1,99.7,0.3,All Blocks
10705,100685,545,MV,11.5,88.5,All Blocks
10715,100685,545,MV,0,100,All Blocks
10725,100685,545,MV,0,100,All Blocks
10735,100685,545,MV,0,100,All Blocks
10745,100685,545,MV,0,100,All Blocks
10555,100695,545,MV,0,100,All Blocks
10565,100695,545,MV,0,100,All Blocks
10575,100695,545,MV,0,100,All Blocks
10585,100695,545,MV,0,100,All Blocks
10595,100695,545,MV,0,100,All Blocks
10605,100695,545,MV,0,100,All Blocks
10615,100695,545,MV,0,100,All Blocks
10625,100695,545,MV,23.5,76.5,All Blocks
10635,100695,545,MV,52,48,All Blocks
10645,100695,545,MV,46.9,53.1,All Blocks
10655,100695,545,LMS1,100,0,All Blocks
10665,100695,545,LMS1,100,0,All Blocks
10675,100695,545,LMS1,100,0,All Blocks
10685,100695,545,LMS1,100,0,All Blocks
10695,100695,545,LMS1,80.6,19.4,All Blocks
10705,100695,545,MV,0.8,99.2,All Blocks
10715,100695,545,MV,0,100,All Blocks
10725,100695,545,MV,0,100,All Blocks
10735,100695,545,MV,0,100,All Blocks
10745,100695,545,MV,0,100,All Blocks
10555,100705,545,MV,0,100,All Blocks
10565,100705,545,MV,0,100,All Blocks
10575,100705,545,MV,0,100,All Blocks
10585,100705,545,MV,0,100,All Blocks
10595,100705,545,MV,0,100,All Blocks
10605,100705,545,MV,0,100,All Blocks
10615,100705,545,MV,0,100,All Blocks
10625,100705,545,MV,0,100,All Blocks
10635,100705,545,MV,0,100,All Blocks
10645,100705,545,MV,36.9,63.1,All Blocks
10655,100705,545,LMS1,100,0,All Blocks
10665,100705,545,LMS1,100,0,All Blocks
10675,100705,545,LMS1,100,0,All Blocks
10685,100705,545,LMS1,88.7,11.3,All Blocks
10695,100705,545,MV,12,88,All Blocks
10705,100705,545,MV,0,100,All Blocks
10715,100705,545,MV,0,100,All Blocks
10725,100705,545,MV,0,100,All Blocks
10735,100705,545,MV,0,100,All Blocks
10745,100705,545,MV,0,100,All Blocks
10555,100715,545,MV,0,100,All Blocks
10565,100715,545,MV,0,100,All Blocks
10575,100715,545,MV,0,100,All Blocks
10585,100715,545,MV,0,100,All Blocks
10595,100715,545,MV,0,100,All Blocks
10605,100715,545,MV,0,100,All Blocks
10615,100715,545,MV,0,100,All Blocks
10625,100715,545,MV,0,100,All Blocks
10635,100715,545,MV,0,100,All Blocks
10645,100715,545,MV,12.5,87.5,All Blocks
10655,100715,545,LMS1,94.1,5.9,All Blocks
10665,100715,545,LMS1,100,0,All Blocks
10675,100715,545,LMS1,99.9,0.1,All Blocks
10685,100715,545,MV,37,63,All Blocks
10695,100715,545,MV,0,100,All Blocks
10705,100715,545,MV,0,100,All Blocks
10715,100715,545,MV,0,100,All Blocks
10725,100715,545,MV,0,100,All Blocks
10735,100715,545,MV,0,100,All Blocks
10745,100715,545,MV,0,100,All Blocks
10555,100725,545,MV,0,100,All Blocks
10565,100725,545,MV,0,100,All Blocks
10575,100725,545,MV,0,100,All Blocks
10585,100725,545,MV,0,100,All Blocks
10595,100725,545,MV,0,100,All Blocks
10605,100725,545,MV,0,100,All Blocks
10615,100725,545,MV,0,100,All Blocks
10625,100725,545,MV,0,100,All Blocks
10635,100725,545,MV,0,100,All Blocks
10645,100725,545,MV,0,100,All Blocks
10655,100725,545,MV,36.5,63.5,All Blocks
10665,100725,545,LMS1,89,11,All Blocks
10675,100725,545,LMS1,61,39,All Blocks
10685,100725,545,MV,1.5,98.5,All Blocks
10695,100725,545,MV,0,100,All Blocks
10705,100725,545,MV,0,100,All Blocks
10715,100725,545,MV,0,100,All Blocks
10725,100725,545,MV,0,100,All Blocks
10735,100725,545,MV,0,100,All Blocks
10745,100725,545,MV,0,100,All Blocks
10555,100735,545,MV,0,100,All Blocks
10565,100735,545,MV,0,100,All Blocks
10575,100735,545,MV,0,100,All Blocks
10585,100735,545,MV,0,100,All Blocks
10595,100735,545,MV,0,100,All Blocks
10605,100735,545,MV,0,100,All Blocks
10615,100735,545,MV,0,100,All Blocks
10625,100735,545,MV,0,100,All Blocks
10635,100735,545,MV,0,100,All Blocks
10645,100735,545,MV,0,100,All Blocks
10655,100735,545,MV,0.4,99.6,All Blocks
10665,100735,545,MV,14,86,All Blocks
10675,100735,545,MV,1.9,98.1,All Blocks
10685,100735,545,MV,0,100,All Blocks
10695,100735,545,MV,0,100,All Blocks
10705,100735,545,MV,0,100,All Blocks
10715,100735,545,MV,0,100,All Blocks
10725,100735,545,MV,0,100,All Blocks
10735,100735,545,MV,0,100,All Blocks
10745,100735,545,MV,0,100,All Blocks
10555,100745,545,MV,0,100,All Blocks
10565,100745,545,MV,0,100,All Blocks
10575,100745,545,MV,0,100,All Blocks
10585,100745,545,MV,0,100,All Blocks
10595,100745,545,MV,0,100,All Blocks
10605,100745,545,MV,0,100,All Blocks
10615,100745,545,MV,0,100,All Blocks
10625,100745,545,MV,0,100,All Blocks
10635,100745,545,MV,0,100,All Blocks
10645,100745,545,MV,0,100,All Blocks
10655,100745,545,MV,0,100,All Blocks
10665,100745,545,MV,0,100,All Blocks
10675,100745,545,MV,0,100,All Blocks
10685,100745,545,MV,0,100,All Blocks
10695,100745,545,MV,0,100,All Blocks
10705,100745,545,MV,0,100,All Blocks
10715,100745,545,MV,0,100,All Blocks
10725,100745,545,MV,0,100,All Blocks
10735,100745,545,MV,0,100,All Blocks
10745,100745,545,MV,0,100,All Blocks
10555,100555,555,MV,0,100,All Blocks
10565,100555,555,MV,0,100,All Blocks
10575,100555,555,MV,0,100,All Blocks
10585,100555,555,MV,0,100,All Blocks
10595,100555,555,MV,0,100,All Blocks
10605,100555,555,MV,0,100,All Blocks
10615,100555,555,MV,0,100,All Blocks
10625,100555,555,MV,0,100,All Blocks
10635,100555,555,MV,0,100,All Blocks
10645,100555,555,MV,0,100,All Blocks
10655,100555,555,MV,0,100,All Blocks
10665,100555,555,MV,0,100,All Blocks
10675,100555,555,MV,0,100,All Blocks
10685,100555,555,MV,0,100,All Blocks
10695,100555,555,MV,0,100,All Blocks
10705,100555,555,MV,0,100,All Blocks
10715,100555,555,MV,0,100,All Blocks
10725,100555,555,MV,0,100,All Blocks
10735,100555,555,MV,0,100,All Blocks
10745,100555,555,MV,0,100,All Blocks
10555,100565,555,MV,0,100,All Blocks
10565,100565,555,MV,0,100,All Blocks
10575,100565,555,MV,0,100,All Blocks
10585,100565,555,MV,0,100,All Blocks
10595,100565,555,MV,0,100,All Blocks
10605,100565,555,MV,0,100,All Blocks
10615,100565,555,MV,0,100,All Blocks
10625,100565,555,MV,0,100,All Blocks
10635,100565,555,MV,0,100,All Blocks
10645,100565,555,MV,0,100,All Blocks
10655,100565,555,MV,0,100,All Blocks
10665,100565,555,MV,0,100,All Blocks
10675,100565,555,MV,0,100,All Blocks
10685,100565,555,MV,0,100,All Blocks
10695,100565,555,MV,0,100,All Blocks
10705,100565,555,MV,0,100,All Blocks
10715,100565,555,MV,0,100,All Blocks
10725,100565,555,MV,0,100,All Blocks
10735,100565,555,MV,0,100,All Blocks
10745,100565,555,MV,0,100,All Blocks
10555,100575,555,MV,0,100,All Blocks
10565,100575,555,MV,0,100,All Blocks
10575,100575,555,MV,0,100,All Blocks
10585,100575,555,MV,0,100,All Blocks
10595,100575,555,MV,0,100,All Blocks
10605,100575,555,MV,0,100,All Blocks
10615,100575,555,MV,0,100,All Blocks
10625,100575,555,MV,0,100,All Blocks
10635,100575,555,MV,0,100,All Blocks
10645,100575,555,MV,0,100,All Blocks
10655,100575,555,MV,0,100,All Blocks
10665,100575,555,MV,0,100,All Blocks
10675,100575,555,MV,0,100,All Blocks
10685,100575,555,MV,0,100,All Blocks
10695,100575,555,MV,0,100,All Blocks
10705,100575,555,MV,0,100,All Blocks
10715,100575,555,MV,0,100,All Blocks
10725,100575,555,MV,0,100,All Blocks
10735,100575,555,MV,0,100,All Blocks
10745,100575,555,MV,0,100,All Blocks
10555,100585,555,MV,0,100,All Blocks
10565,100585,555,MV,0,100,All Blocks
10575,100585,555,MV,0,100,All Blocks
10585,100585,555,MV,0,100,All Blocks
10595,100585,555,MV,0,100,All Blocks
10605,100585,555,MV,0,100,All Blocks
10615,100585,555,MV,0,100,All Blocks
10625,100585,555,MV,0,100,All Blocks
10635,100585,555,MV,0,100,All Blocks
10645,100585,555,MV,0,100,All Blocks
10655,100585,555,MV,0,100,All Blocks
10665,100585,555,MV,0,100,All Blocks
10675,100585,555,MV,0,100,All Blocks
10685,100585,555,MV,0,100,All Blocks
10695,100585,555,MV,0,100,All Blocks
10705,100585,555,MV,0,100,All Blocks
10715,100585,555,MV,0,100,All Blocks
10725,100585,555,MV,0,100,All Blocks
10735,100585,555,MV,0,100,All Blocks
10745,100585,555,MV,0,100,All Blocks
10555,100595,555,MV,0,100,All Blocks
10565,100595,555,MV,0,100,All Blocks
10575,100595,555,MV,0,100,All Blocks
10585,100595,555,MV,0,100,All Blocks
10595,100595,555,MV,0,100,All Blocks
10605,100595,555,MV,0,100,All Blocks
10615,100595,555,MV,0,100,All Blocks
10625,100595,555,MV,0,100,All Blocks
10635,100595,555,MV,0,100,All Blocks
10645,100595,555,MV,0,100,All Blocks
10655,100595,555,MV,0,100,All Blocks
10665,100595,555,MV,0,100,All Blocks
10675,100595,555,MV,0,100,All Blocks
10685,100595,555,MV,0,100,All Blocks
10695,100595,555,MV,0,100,All Blocks
10705,100595,555,MV,0,100,All Blocks
10715,100595,555,MV,0,100,All Blocks
10725,100595,555,MV,0,100,All Blocks
10735,100595,555,MV,0,100,All Blocks
10745,100595,555,MV,0,100,All Blocks
10555,100605,555,MV,0,100,All Blocks
10565,100605,555,MV,0,100,All Blocks
10575,100605,555,MV,0,100,All Blocks
10585,100605,555,MV,0,100,All Blocks
10595,100605,555,MV,0,100,All Blocks
10605,100605,555,MV,0,100,All Blocks
10615,100605,555,MV,0,100,All Blocks
10625,100605,555,MV,0,100,All Blocks
10635,100605,555,MV,0,100,All Blocks
10645,100605,555,MV,0,100,All Blocks
10655,100605,555,MV,0,100,All Blocks
10665,100605,555,MV,0,100,All Blocks
10675,100605,555,MV,0,100,All Blocks
10685,100605,555,MV,0,100,All Blocks
10695,100605,555,MV,0,100,All Blocks
10705,100605,555,MV,0,100,All Blocks
10715,100605,555,MV,0,100,All Blocks
10725,100605,555,MV,0,100,All Blocks
10735,100605,555,MV,0,100,All Blocks
10745,100605,555,MV,0,100,All Blocks
10555,100615,555,MV,0,100,All Blocks
10565,100615,555,MV,0,100,All Blocks
10575,100615,555,MV,0,100,All Blocks
10585,100615,555,MV,0,100,All Blocks
10595,100615,555,MV,3.5,96.5,All Blocks
10605,100615,555,MV,24.5,75.5,All Blocks
10615,100615,555,MV,45.7,54.3,All Blocks
10625,100615,555,LMS1,46.2,53.8,All Blocks
10635,100615,555,MV,8.3,91.7,All Blocks
10645,100615,555,MV,0,100,All Blocks
10655,100615,555,MV,0,100,All Blocks
10665,100615,555,MV,0,100,All Blocks
10675,100615,555,MV,0,100,All Blocks
10685,100615,555,MV,0,100,All Blocks
10695,100615,555,MV,0,100,All Blocks
10705,100615,555,MV,0,100,All Blocks
10715,100615,555,MV,0,100,All Blocks
10725,100615,555,MV,0,100,All Blocks
10735,100615,555,MV,0,100,All Blocks
10745,100615,555,MV,0,100,All Blocks
10555,100625,555,MV,0,100,All Blocks
10565,100625,555,MV,0,100,All Blocks
10575,100625,555,MV,0,100,All Blocks
10585,100625,555,LMS1,41.7,58.3,All Blocks
10595,100625,555,LMS1,94.1,5.9,All Blocks
10605,100625,555,LMS1,100,0,All Blocks
10615,100625,555,LMS1,100,0,All Blocks
10625,100625,555,LMS1,100,0,All Blocks
10635,100625,555,LMS1,76.8,23.2,All Blocks
10645,100625,555,MV,2.4,97.6,All Blocks
10655,100625,555,MV,0,100,All Blocks
10665,100625,555,MV,0,100,All Blocks
10675,100625,555,MV,0,100,All Blocks
10685,100625,555,MV,0,100,All Blocks
10695,100625,555,MV,0,100,All Blocks
10705,100625,555,MV,0,100,All Blocks
10715,100625,555,MV,0,100,All Blocks
10725,100625,555,MV,0,100,All Blocks
10735,100625,555,MV,0,100,All Blocks
10745,100625,555,MV,0,100,All Blocks
10555,100635,555,MV,0,100,All Blocks
10565,100635,555,MV,0,100,All Blocks
10575,100635,555,MV,0,100,All Blocks
10585,100635,555,MV,45.4,54.6,All Blocks
10595,100635,555,LMS1,100,0,All Blocks
10605,100635,555,LMS1,100,0,All Blocks
10615,100635,555,LMS1,100,0,All Blocks
10625,100635,555,LMS1,100,0,All Blocks
10635,100635,555,LMS1,84.8,15.2,All Blocks
10645,100635,555,MV,9.6,90.4,All Blocks
10655,100635,555,MV,0,100,All Blocks
10665,100635,555,MV,0,100,All Blocks
10675,100635,555,MV,0,100,All Blocks
10685,100635,555,MV,0,100,All Blocks
10695,100635,555,MV,0,100,All Blocks
10705,100635,555,MV,0,100,All Blocks
10715,100635,555,MV,0,100,All Blocks
10725,100635,555,MV,0,100,All Blocks
10735,100635,555,MV,0,100,All Blocks
10745,100635,555,MV,0,100,All Blocks
10555,100645,555,MV,0,100,All Blocks
10565,100645,555,MV,0,100,All Blocks
10575,100645,555,MV,0,100,All Blocks
10585,100645,555,MV,3.2,96.8,All Blocks
10595,100645,555,LMS1,83.5,16.5,All Blocks
10605,100645,555,LMS1,100,0,All Blocks
10615,100645,555,LMS1,100,0,All Blocks
10625,100645,555,LMS1,100,0,All Blocks
10635,100645,555,LMS1,75.4,24.6,All Blocks
10645,100645,555,MV,17.2,82.8,All Blocks
10655,100645,555,MV,4.1,95.9,All Blocks
10665,100645,555,MV,5.2,94.8,All Blocks
10675,100645,555,MV,25.2,74.8,All Blocks
10685,100645,555,MV,27.3,72.7,All Blocks
10695,100645,555,MV,0,100,All Blocks
10705,100645,555,MV,0,100,All Blocks
10715,100645,555,MV,0,100,All Blocks
10725,100645,555,MV,0,100,All Blocks
10735,100645,555,MV,0,100,All Blocks
10745,100645,555,MV,0,100,All Blocks
10555,100655,555,MV,0,100,All Blocks
10565,100655,555,MV,0,100,All Blocks
10575,100655,555,MV,0,100,All Blocks
10585,100655,555,MV,0,100,All Blocks
10595,100655,555,MV,17.8,82.2,All Blocks
10605,100655,555,LMS1,95.6,4.4,All Blocks
10615,100655,555,LMS1,100,0,All Blocks
10625,100655,555,LMS1,100,0,All Blocks
10635,100655,555,LMS1,94.9,5.1,All Blocks
10645,100655,555,LMS1,62.6,37.4,All Blocks
10655,100655,555,MV,44.3,55.7,All Blocks
10665,100655,555,LMS1,53.9,46.1,All Blocks
10675,100655,555,LMS1,90.7,9.3,All Blocks
10685,100655,555,LMS1,93.7,6.3,All Blocks
10695,100655,555,MV,5.1,94.9,All Blocks
10705,100655,555,MV,0,100,All Blocks
10715,100655,555,MV,0,100,All Blocks
10725,100655,555,MV,0,100,All Blocks
10735,100655,555,MV,0,100,All Blocks
10745,100655,555,MV,0,100,All Blocks
10555,100665,555,MV,0,100,All Blocks
10565,100665,555,MV,0,100,All Blocks
10575,100665,555,MV,0,100,All Blocks
10585,100665,555,MV,0,100,All Blocks
10595,100665,555,MV,0,100,All Blocks
10605,100665,555,MV,41.7,58.3,All Blocks
10615,100665,555,LMS1,99.5,0.5,All Blocks
10625,100665,555,LMS1,100,0,All Blocks
10635,100665,555,LMS1,100,0,All Blocks
10645,100665,555,LMS1,99.8,0.2,All Blocks
10655,100665,555,LMS1,76.7,23.3,All Blocks
10665,100665,555,LMS1,77.6,22.4,All Blocks
10675,100665,555,LMS1,99.7,0.3,All Blocks
10685,100665,555,LMS1,97.4,2.6,All Blocks
10695,100665,555,MV,12.6,87.4,All Blocks
10705,100665,555,MV,0,100,All Blocks
10715,100665,555,MV,0,100,All Blocks
10725,100665,555,MV,0,100,All Blocks
10735,100665,555,MV,0,100,All Blocks
10745,100665,555,MV,0,100,All Blocks
10555,100675,555,MV,0,100,All Blocks
10565,100675,555,MV,0,100,All Blocks
10575,100675,555,MV,0,100,All Blocks
10585,100675,555,MV,0,100,All Blocks
10595,100675,555,MV,0,100,All Blocks
10605,100675,555,MV,0.8,99.2,All Blocks
10615,100675,555,LMS1,53.5,46.5,All Blocks
10625,100675,555,LMS1,100,0,All Blocks
10635,100675,555,LMS1,100,0,All Blocks
10645,100675,555,LMS1,99,1,All Blocks
10655,100675,555,LMS1,68.4,31.6,All Blocks
10665,100675,555,LMS1,90,10,All Blocks
10675,100675,555,LMS1,100,0,All Blocks
10685,100675,555,LMS1,99.8,0.2,All Blocks
10695,100675,555,MV,42.9,57.1,All Blocks
10705,100675,555,MV,0,100,All Blocks
10715,100675,555,MV,0,100,All Blocks
10725,100675,555,MV,0,100,All Blocks
10735,100675,555,MV,0,100,All Blocks
10745,100675,555,MV,0,100,All Blocks
10555,100685,555,MV,0,100,All Blocks
10565,100685,555,MV,0,100,All Blocks
10575,100685,555,MV,0,100,All Blocks
10585,100685,555,MV,0,100,All Blocks
10595,100685,555,MV,0,100,All Blocks
10605,100685,555,MV,0,100,All Blocks
10615,100685,555,MV,0,100,All Blocks
10625,100685,555,LMS1,58.3,41.7,All Blocks
10635,100685,555,LMS1,99.4,0.6,All Blocks
10645,100685,555,LMS1,77.4,22.6,All Blocks
10655,100685,555,LMS1,81.2,18.8,All Blocks
10665,100685,555,LMS1,99.7,0.3,All Blocks
10675,100685,555,LMS1,100,0,All Blocks
10685,100685,555,LMS1,100,0,All Blocks
10695,100685,555,LMS1,68.9,31.1,All Blocks
10705,100685,555,MV,0,100,All Blocks
10715,100685,555,MV,0,100,All Blocks
10725,100685,555,MV,0,100,All Blocks
10735,100685,555,MV,0,100,All Blocks
10745,100685,555,MV,0,100,All Blocks
10555,100695,555,MV,0,100,All Blocks
10565,100695,555,MV,0,100,All Blocks
10575,100695,555,MV,0,100,All Blocks
10585,100695,555,MV,0,100,All Blocks
10595,100695,555,MV,0,100,All Blocks
10605,100695,555,MV,0,100,All Blocks
10615,100695,555,MV,0,100,All Blocks
10625,100695,555,MV,11.8,88.2,All Blocks
10635,100695,555,MV,26.6,73.4,All Blocks
10645,100695,555,MV,0.7,99.3,All Blocks
10655,100695,555,LMS1,82.4,17.6,All Blocks
10665,100695,555,LMS1,100,0,All Blocks
10675,100695,555,LMS1,100,0,All Blocks
10685,100695,555,LMS1,100,0,All Blocks
10695,100695,555,LMS1,64.7,35.3,All Blocks
10705,100695,555,MV,0,100,All Blocks
10715,100695,555,MV,0,100,All Blocks
10725,100695,555,MV,0,100,All Blocks
10735,100695,555,MV,0,100,All Blocks
10745,100695,555,MV,0,100,All Blocks
10555,100705,555,MV,0,100,All Blocks
10565,100705,555,MV,0,100,All Blocks
10575,100705,555,MV,0,100,All Blocks
10585,100705,555,MV,0,100,All Blocks
10595,100705,555,MV,0,100,All Blocks
10605,100705,555,MV,0,100,All Blocks
10615,100705,555,MV,0,100,All Blocks
10625,100705,555,MV,1.7,98.3,All Blocks
10635,100705,555,MV,0.1,99.9,All Blocks
10645,100705,555,MV,1.1,98.9,All Blocks
10655,100705,555,LMS1,74.9,25.1,All Blocks
10665,100705,555,LMS1,100,0,All Blocks
10675,100705,555,LMS1,99.7,0.3,All Blocks
10685,100705,555,LMS1,72.1,27.9,All Blocks
10695,100705,555,MV,8.4,91.6,All Blocks
10705,100705,555,MV,0,100,All Blocks
10715,100705,555,MV,0,100,All Blocks
10725,100705,555,MV,0,100,All Blocks
10735,100705,555,MV,0,100,All Blocks
10745,100705,555,MV,0,100,All Blocks
10555,100715,555,MV,0,100,All Blocks
10565,100715,555,MV,0,100,All Blocks
10575,100715,555,MV,0,100,All Blocks
10585,100715,555,MV,0,100,All Blocks
10595,100715,555,MV,0,100,All Blocks
10605,100715,555,MV,0,100,All Blocks
10615,100715,555,MV,0,100,All Blocks
10625,100715,555,MV,0,100,All Blocks
10635,100715,555,MV,0,100,All Blocks
10645,100715,555,MV,0,100,All Blocks
10655,100715,555,MV,31.4,68.6,All Blocks
10665,100715,555,LMS1,74.4,25.6,All Blocks
10675,100715,555,LMS1,62.6,37.4,All Blocks
10685,100715,555,MV,6.1,93.9,All Blocks
10695,100715,555,MV,0,100,All Blocks
10705,100715,555,MV,0,100,All Blocks
10715,100715,555,MV,0,100,All Blocks
10725,100715,555,MV,0,100,All Blocks
10735,100715,555,MV,0,100,All Blocks
10745,100715,555,MV,0,100,All Blocks
10555,100725,555,MV,0,100,All Blocks
10565,100725,555,MV,0,100,All Blocks
10575,100725,555,MV,0,100,All Blocks
10585,100725,555,MV,0,100,All Blocks
10595,100725,555,MV,0,100,All Blocks
10605,100725,555,MV,0,100,All Blocks
10615,100725,555,MV,0,100,All Blocks
10625,100725,555,MV,0,100,All Blocks
10635,100725,555,MV,0,100,All Blocks
10645,100725,555,MV,0,100,All Blocks
10655,100725,555,MV,0.8,99.2,All Blocks
10665,100725,555,MV,11.7,88.3,All Blocks
10675,100725,555,MV,4.8,95.2,All Blocks
10685,100725,555,MV,0,100,All Blocks
10695,100725,555,MV,0,100,All Blocks
10705,100725,555,MV,0,100,All Blocks
10715,100725,555,MV,0,100,All Blocks
10725,100725,555,MV,0,100,All Blocks
10735,100725,555,MV,0,100,All Blocks
10745,100725,555,MV,0,100,All Blocks
10555,100735,555,MV,0,100,All Blocks
10565,100735,555,MV,0,100,All Blocks
10575,100735,555,MV,0,100,All Blocks
10585,100735,555,MV,0,100,All Blocks
10595,100735,555,MV,0,100,All Blocks
10605,100735,555,MV,0,100,All Blocks
10615,100735,555,MV,0,100,All Blocks
10625,100735,555,MV,0,100,All Blocks
10635,100735,555,MV,0,100,All Blocks
10645,100735,555,MV,0,100,All Blocks
10655,100735,555,MV,0,100,All Blocks
10665,100735,555,MV,0,100,All Blocks
10675,100735,555,MV,0,100,All Blocks
10685,100735,555,MV,0,100,All Blocks
10695,100735,555,MV,0,100,All Blocks
10705,100735,555,MV,0,100,All Blocks
10715,100735,555,MV,0,100,All Blocks
10725,100735,555,MV,0,100,All Blocks
10735,100735,555,MV,0,100,All Blocks
10745,100735,555,MV,0,100,All Blocks
10555,100745,555,MV,0,100,All Blocks
10565,100745,555,MV,0,100,All Blocks
10575,100745,555,MV,0,100,All Blocks
10585,100745,555,MV,0,100,All Blocks
10595,100745,555,MV,0,100,All Blocks
10605,100745,555,MV,0,100,All Blocks
10615,100745,555,MV,0,100,All Blocks
10625,100745,555,MV,0,100,All Blocks
10635,100745,555,MV,0,100,All Blocks
10645,100745,555,MV,0,100,All Blocks
10655,100745,555,MV,0,100,All Blocks
10665,100745,555,MV,0,100,All Blocks
10675,100745,555,MV,0,100,All Blocks
10685,100745,555,MV,0,100,All Blocks
10695,100745,555,MV,0,100,All Blocks
10705,100745,555,MV,0,100,All Blocks
10715,100745,555,MV,0,100,All Blocks
10725,100745,555,MV,0,100,All Blocks
10735,100745,555,MV,0,100,All Blocks
10745,100745,555,MV,0,100,All Blocks
10555,100555,565,MV,0,100,All Blocks
10565,100555,565,MV,0,100,All Blocks
10575,100555,565,MV,0,100,All Blocks
10585,100555,565,MV,0,100,All Blocks
10595,100555,565,MV,0,100,All Blocks
10605,100555,565,MV,0,100,All Blocks
10615,100555,565,MV,0,100,All Blocks
10625,100555,565,MV,0,100,All Blocks
10635,100555,565,MV,0,100,All Blocks
10645,100555,565,MV,0,100,All Blocks
10655,100555,565,MV,0,100,All Blocks
10665,100555,565,MV,0,100,All Blocks
10675,100555,565,MV,0,100,All Blocks
10685,100555,565,MV,0,100,All Blocks
10695,100555,565,MV,0,100,All Blocks
10705,100555,565,MV,0,100,All Blocks
10715,100555,565,MV,0,100,All Blocks
10725,100555,565,MV,0,100,All Blocks
10735,100555,565,MV,0,100,All Blocks
10745,100555,565,MV,0,100,All Blocks
10555,100565,565,MV,0,100,All Blocks
10565,100565,565,MV,0,100,All Blocks
10575,100565,565,MV,0,100,All Blocks
10585,100565,565,MV,0,100,All Blocks
10595,100565,565,MV,0,100,All Blocks
10605,100565,565,MV,0,100,All Blocks
10615,100565,565,MV,0,100,All Blocks
10625,100565,565,MV,0,100,All Blocks
10635,100565,565,MV,0,100,All Blocks
10645,100565,565,MV,0,100,All Blocks
10655,100565,565,MV,0,100,All Blocks
10665,100565,565,MV,0,100,All Blocks
10675,100565,565,MV,0,100,All Blocks
10685,100565,565,MV,0,100,All Blocks
10695,100565,565,MV,0,100,All Blocks
10705,100565,565,MV,0,100,All Blocks
10715,100565,565,MV,0,100,All Blocks
10725,100565,565,MV,0,100,All Blocks
10735,100565,565,MV,0,100,All Blocks
10745,100565,565,MV,0,100,All Blocks
10555,100575,565,MV,0,100,All Blocks
10565,100575,565,MV,0,100,All Blocks
10575,100575,565,MV,0,100,All Blocks
10585,100575,565,MV,0,100,All Blocks
10595,100575,565,MV,0,100,All Blocks
10605,100575,565,MV,0,100,All Blocks
10615,100575,565,MV,0,100,All Blocks
10625,100575,565,MV,0,100,All Blocks
10635,100575,565,MV,0,100,All Blocks
10645,100575,565,MV,0,100,All Blocks
10655,100575,565,MV,0,100,All Blocks
10665,100575,565,MV,0,100,All Blocks
10675,100575,565,MV,0,100,All Blocks
10685,100575,565,MV,0,100,All Blocks
10695,100575,565,MV,0,100,All Blocks
10705,100575,565,MV,0,100,All Blocks
10715,100575,565,MV,0,100,All Blocks
10725,100575,565,MV,0,100,All Blocks
10735,100575,565,MV,0,100,All Blocks
10745,100575,565,MV,0,100,All Blocks
10555,100585,565,MV,0,100,All Blocks
10565,100585,565,MV,0,100,All Blocks
10575,100585,565,MV,0,100,All Blocks
10585,100585,565,MV,0,100,All Blocks
10595,100585,565,MV,0,100,All Blocks
10605,100585,565,MV,0,100,All Blocks
10615,100585,565,MV,0,100,All Blocks
10625,100585,565,MV,0,100,All Blocks
10635,100585,565,MV,0,100,All Blocks
10645,100585,565,MV,0,100,All Blocks
10655,100585,565,MV,0,100,All Blocks
